cod_ibge6,municipio,competencia,mes_internacao,capitulo,subgrupo,faixa_etaria,internacoes,obitos,dias_permanencia,valor_total_rs
351510,Embu-Guaçu,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,65+,1,0,7,1689.45
351510,Embu-Guaçu,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,5,1,19,25057.3
351510,Embu-Guaçu,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,11,2,125,58689.72
351510,Embu-Guaçu,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,12,695.55
351510,Embu-Guaçu,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,3,2721.41
351510,Embu-Guaçu,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,65+,2,2,14,1896.68
351510,Embu-Guaçu,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),5-64,3,0,19,2525.41
351510,Embu-Guaçu,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,0,9,770.89
351510,Embu-Guaçu,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,1,818.75
351510,Embu-Guaçu,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,16,2,59,42701.9
351510,Embu-Guaçu,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,26,6,61,29737.92
351510,Embu-Guaçu,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,1,1,1176.33
351510,Embu-Guaçu,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,5,2,24,5316.01
351510,Embu-Guaçu,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,7,0,29,1877.04
351510,Embu-Guaçu,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,10,1,5,9720.22
351510,Embu-Guaçu,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,65+,6,0,23,8109.78
351510,Embu-Guaçu,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,11,867.01
351510,Embu-Guaçu,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,5,0,19,2960.1
351510,Embu-Guaçu,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,18,3,50,11720.03
351570,Ferraz de Vasconcelos,2025-07,2025-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,0,137.82
351570,Ferraz de Vasconcelos,2025-07,2025-04,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,1,479.19
351570,Ferraz de Vasconcelos,2025-07,2025-04,respiratorio (J00-J99),outras respiratorias,5-64,2,0,83,21154.27
351570,Ferraz de Vasconcelos,2025-07,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),5-64,4,0,15,2534.08
351570,Ferraz de Vasconcelos,2025-07,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),65+,5,1,90,24282.94
351570,Ferraz de Vasconcelos,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,5-64,1,0,15,1383.24
351570,Ferraz de Vasconcelos,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,21,2,138,88571.81
351570,Ferraz de Vasconcelos,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,25,5,224,62678.74
351570,Ferraz de Vasconcelos,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,15,1650.29
351570,Ferraz de Vasconcelos,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,2,0,2,983.72
351570,Ferraz de Vasconcelos,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,3,0,25,5037.57
351570,Ferraz de Vasconcelos,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,0-4,20,0,166,38698.72
351570,Ferraz de Vasconcelos,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,5-64,9,1,66,6116.17
351570,Ferraz de Vasconcelos,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,65+,2,1,8,1588.87
351570,Ferraz de Vasconcelos,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,52,11837.98
351570,Ferraz de Vasconcelos,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),5-64,8,1,96,17654.27
351570,Ferraz de Vasconcelos,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),65+,9,3,87,5378.16
351570,Ferraz de Vasconcelos,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,19,0,108,136181.11
351570,Ferraz de Vasconcelos,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,24,3,126,91097.46
351570,Ferraz de Vasconcelos,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,11,6785.05
351570,Ferraz de Vasconcelos,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,4,0,45,22293.77
351570,Ferraz de Vasconcelos,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,5,0,11,4416.28
351570,Ferraz de Vasconcelos,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,65+,1,1,6,502.58
351570,Ferraz de Vasconcelos,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,15,769.55
351570,Ferraz de Vasconcelos,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,3,0,14,4283.67
351570,Ferraz de Vasconcelos,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,3,0,11,2189.7
351630,Francisco Morato,2025-07,2025-04,respiratorio (J00-J99),outras respiratorias,0-4,1,0,78,36724.83
351630,Francisco Morato,2025-07,2025-04,respiratorio (J00-J99),outras respiratorias,65+,1,1,51,6295.97
351630,Francisco Morato,2025-07,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2,1,54,5943.38
351630,Francisco Morato,2025-07,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),65+,4,0,36,6779.96
351630,Francisco Morato,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,0-4,1,0,58,35148.39
351630,Francisco Morato,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,65+,1,0,32,17990.49
351630,Francisco Morato,2025-07,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,2,582.42
351630,Francisco Morato,2025-07,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,0,26,1104.2
351630,Francisco Morato,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,21,1,53,35001.19
351630,Francisco Morato,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,11,2,170,81835.18
351630,Francisco Morato,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,4,529.87
351630,Francisco Morato,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,5,0,36,2855.97
351630,Francisco Morato,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,4,0,53,4334.57
351630,Francisco Morato,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,0-4,2,0,7,450.28
351630,Francisco Morato,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,5-64,3,0,18,5247.02
351630,Francisco Morato,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,65+,1,0,5,647.7
351630,Francisco Morato,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),0-4,7,0,41,12420.05
351630,Francisco Morato,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),5-64,7,0,63,12099.1
351630,Francisco Morato,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),65+,4,1,81,4495.6
351630,Francisco Morato,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,1,826.61
351630,Francisco Morato,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,38,1,143,83434.15
351630,Francisco Morato,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,34,6,158,172731.05
351630,Francisco Morato,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,3,0,12,3957.61
351630,Francisco Morato,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,2,0,6,1043.74
351630,Francisco Morato,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,11,0,46,2629.06
351630,Francisco Morato,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,14,1,43,28648.75
351630,Francisco Morato,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,65+,3,1,25,2286.57
351630,Francisco Morato,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),0-4,16,0,65,9063.89
351630,Francisco Morato,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,6,0,23,3780.39
351630,Francisco Morato,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,13,6,84,7912.89
351640,Franco da Rocha,2025-07,2025-03,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,24,25650.59
351640,Franco da Rocha,2025-07,2025-05,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,10,479.19
351640,Franco da Rocha,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,65+,1,1,37,31915.86
351640,Franco da Rocha,2025-07,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,59,1670.48
351640,Franco da Rocha,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,25,0,137,40274.84
351640,Franco da Rocha,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,7,2,70,6229.12
351640,Franco da Rocha,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,1,479.19
351640,Franco da Rocha,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,1,23,1662.28
351640,Franco da Rocha,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,0-4,3,0,12,4990.17
351640,Franco da Rocha,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,5-64,4,0,35,13226.26
351640,Franco da Rocha,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,65+,1,0,4,1662.71
351640,Franco da Rocha,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,19,12029.12
351640,Franco da Rocha,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),65+,4,0,56,28554.36
351640,Franco da Rocha,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,57,2,74,74450.23
351640,Franco da Rocha,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,29,5,147,57459.31
351640,Franco da Rocha,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,4,2888.53
351640,Franco da Rocha,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,5,2766.11
351640,Franco da Rocha,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,3,1,11,2074.73
351640,Franco da Rocha,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,3,1,12,9492.49
351640,Franco da Rocha,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,10,0,3,11127.95
351640,Franco da Rocha,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,15,9351.43
351640,Franco da Rocha,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,8,2,73,6766.0
351830,Guararema,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,65+,1,0,26,2473.46
351830,Guararema,2025-07,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,0,7,798.18
351830,Guararema,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2,0,4,3712.96
351830,Guararema,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,0,5859.21
351830,Guararema,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,0-4,1,0,10,5587.13
351830,Guararema,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,65+,1,1,8,2431.23
351830,Guararema,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,5,664.45
351830,Guararema,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,2,589.06
351830,Guararema,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),65+,3,1,25,2314.64
351830,Guararema,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,13,1,16,20052.98
351830,Guararema,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,17,1,40,35123.15
351830,Guararema,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,3,1118.54
351830,Guararema,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,3,1132.55
351830,Guararema,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,5,2,15,2519.65
351830,Guararema,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,1,0,11,440.81
351830,Guararema,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,2,0,8,1634.59
351830,Guararema,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,65+,1,0,11,715.69
351830,Guararema,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,7,906.67
351830,Guararema,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,2,0,7,1229.53
351830,Guararema,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,5,1,19,3170.17
351880,Guarulhos,2025-07,2025-03,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,45,2198.7
351880,Guarulhos,2025-07,2025-03,respiratorio (J00-J99),outras respiratorias,0-4,1,0,36,24601.04
351880,Guarulhos,2025-07,2025-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2,0,76,28489.17
351880,Guarulhos,2025-07,2025-04,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,1,17,10262.68
351880,Guarulhos,2025-07,2025-04,respiratorio (J00-J99),outras respiratorias,5-64,2,0,35,7358.03
351880,Guarulhos,2025-07,2025-04,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,13,588.77
351880,Guarulhos,2025-07,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),5-64,10,2,185,101186.79
351880,Guarulhos,2025-07,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),65+,10,2,154,77910.43
351880,Guarulhos,2025-07,2025-05,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,2,507.89
351880,Guarulhos,2025-07,2025-05,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,25,11559.28
351880,Guarulhos,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,0-4,2,0,20,767.64
351880,Guarulhos,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,5-64,4,0,38,13527.83
351880,Guarulhos,2025-07,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,11,1281.29
351880,Guarulhos,2025-07,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),5-64,3,1,85,19252.66
351880,Guarulhos,2025-07,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,0,30,3399.48
351880,Guarulhos,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,98,13,957,442596.18
351880,Guarulhos,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,103,20,920,368953.25
351880,Guarulhos,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,3,0,65,40885.57
351880,Guarulhos,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,8,0,79,26323.33
351880,Guarulhos,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,11,2,100,22312.85
351880,Guarulhos,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,0-4,26,2,191,69206.09
351880,Guarulhos,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,5-64,18,1,148,30515.71
351880,Guarulhos,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,65+,17,6,196,34825.88
351880,Guarulhos,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),0-4,28,0,213,55293.04
351880,Guarulhos,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),5-64,30,4,399,71339.61
351880,Guarulhos,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),65+,39,12,429,62603.51
351880,Guarulhos,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,4,1014.55
351880,Guarulhos,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,240,21,991,810181.75
351880,Guarulhos,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,189,22,921,528213.3
351880,Guarulhos,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,8,647.82
351880,Guarulhos,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,17,1,79,11534.03
351880,Guarulhos,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,9,0,57,6636.83
351880,Guarulhos,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,94,2,407,56223.69
351880,Guarulhos,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,53,7,136,60394.96
351880,Guarulhos,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,65+,22,13,53,19496.24
351880,Guarulhos,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),0-4,54,1,309,46535.25
351880,Guarulhos,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,59,7,373,62631.4
351880,Guarulhos,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,63,21,413,124593.3
352220,Itapecerica da Serra,2025-07,2025-04,respiratorio (J00-J99),outras respiratorias,0-4,1,0,1,195.13
352220,Itapecerica da Serra,2025-07,2025-04,respiratorio (J00-J99),outras respiratorias,5-64,1,0,7,1547.2
352220,Itapecerica da Serra,2025-07,2025-04,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,0,4,582.42
352220,Itapecerica da Serra,2025-07,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),65+,3,0,11,19935.0
352220,Itapecerica da Serra,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,13,0,104,35968.76
352220,Itapecerica da Serra,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,12,1,91,71524.28
352220,Itapecerica da Serra,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,2,0,14,1165.16
352220,Itapecerica da Serra,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,0-4,2,0,59,19787.86
352220,Itapecerica da Serra,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,5-64,2,0,24,2175.62
352220,Itapecerica da Serra,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,65+,3,1,67,14420.67
352220,Itapecerica da Serra,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,10,702.54
352220,Itapecerica da Serra,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),5-64,5,2,63,20839.97
352220,Itapecerica da Serra,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),65+,9,2,185,12148.05
352220,Itapecerica da Serra,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,44,3,154,115939.91
352220,Itapecerica da Serra,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,43,6,214,88473.31
352220,Itapecerica da Serra,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,3,0,7,1485.57
352220,Itapecerica da Serra,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,2,0,17,6882.44
352220,Itapecerica da Serra,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,5,1,21,3894.22
352220,Itapecerica da Serra,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,23,0,103,14011.09
352220,Itapecerica da Serra,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,7,0,2,5873.13
352220,Itapecerica da Serra,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,65+,1,1,2,488.87
352220,Itapecerica da Serra,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),0-4,4,0,36,7254.44
352220,Itapecerica da Serra,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,10,0,55,6823.17
352220,Itapecerica da Serra,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,18,8,98,12856.93
352250,Itapevi,2025-07,2025-03,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,8,937.27
352250,Itapevi,2025-07,2025-03,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,7,556.51
352250,Itapevi,2025-07,2025-04,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,2,501.14
352250,Itapevi,2025-07,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,4,3538.07
352250,Itapevi,2025-07,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),5-64,3,0,40,6327.5
352250,Itapevi,2025-07,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,17,1077.38
352250,Itapevi,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,5-64,1,1,32,15897.19
352250,Itapevi,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,65+,1,0,17,3306.06
352250,Itapevi,2025-07,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,72,34691.88
352250,Itapevi,2025-07,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),5-64,3,0,90,5898.76
352250,Itapevi,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),0-4,2,0,2,695.3
352250,Itapevi,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,13,2,78,68107.91
352250,Itapevi,2025-07,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,14,4,136,63842.1
352250,Itapevi,2025-07,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,7,555.25
352250,Itapevi,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,0-4,9,0,134,41203.1
352250,Itapevi,2025-07,2025-06,respiratorio (J00-J99),outras respiratorias,5-64,2,1,28,3883.71
352250,Itapevi,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),0-4,3,0,55,17683.36
352250,Itapevi,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),5-64,10,0,101,15539.16
352250,Itapevi,2025-07,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),65+,5,1,39,3770.74
352250,Itapevi,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,56,3,168,222268.29
352250,Itapevi,2025-07,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,31,1,144,39127.22
352250,Itapevi,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,3,0,13,2812.8
352250,Itapevi,2025-07,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,5,0,28,2857.96
352250,Itapevi,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,17,0,66,12300.53
352250,Itapevi,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,13,1,25,15985.99
352250,Itapevi,2025-07,2025-07,respiratorio (J00-J99),outras respiratorias,65+,3,3,6,1920.91
352250,Itapevi,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),0-4,18,0,112,14662.54
352250,Itapevi,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,14,0,71,7982.97
352250,Itapevi,2025-07,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,9,3,32,5829.99
352310,Itaquaquecetuba,2025-07,2025-04,respiratorio (J00-J99),outras respiratorias,0-4,1,0,3,223.83
352310,Itaquaquecetuba,2025-07,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2,0,5,14074.29
352310,Itaquaquecetuba,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,0-4,1,0,4,187.13
352310,Itaquaquecetuba,2025-07,2025-05,respiratorio (J00-J99),outras respiratorias,5-64,1,1,27,3138.82
352310,Itaquaquecetuba,2025-07,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,10,9534.04
